,Title,Instrumentalist,Vocalist,Date,Location,Genre,Music Composer,Lyrics Composer,Year of Composition,Recording Info,File ID
6415,Toda mi vida,Orquesta Armando Pontier,Julio Sosa,1960-07-07,Buenos Aires,Tango,Aníbal Troilo,José María Contursi,1941,CBS-Columbia 8269 2296,
6416,Toda mi vida,Orquesta Osvaldo Pugliese,Instrumental,1984-10-16,Buenos Aires,Tango,Aníbal Troilo,José María Contursi,1941,Odeon,
6417,Toda mi vida,Orquesta Osvaldo Pugliese,Instrumental,1985-12-26,Buenos Aires,Tango,Aníbal Troilo,José María Contursi,1941,Odeon En el Colón,
6419,Toda una vida,Orquesta Francisco Canaro,Guillermo Rico,1945-03-15,Buenos Aires,Vals,Osvaldo Farrés,Osvaldo Farrés,,Odeon 5263 14486,
6420,Todavía hay otarios,Orquesta Manuel Pizarro,Manuel Pizarro,1929-04-01,París,Tango,Manuel Pizarro,Héctor Behety,,Pathé X 8622 300157-1,7075
6422,Todo,Orquesta Carlos Di Sarli,Roberto Rufino,1943-11-04,Buenos Aires,Tango,Hugo Gutiérrez,Homero Expósito,1943,RCA-Victor 60-0266 77352,
6423,Todo,Orquesta Pedro Laurenz,Alberto Podestá,1943-12-09,Buenos Aires,Tango,Hugo Gutiérrez,Homero Expósito,1943,Odeon 7634 13435,
6426,Todo es amor,,Roberto Rufino,1959-03-25,Buenos Aires,Tango,Leo Lipesker,Alejandro Romay,,RCA-Victor EZA 17 0939,
6427,Todo es amor,Orquesta Roberto Rufino - Dir: Leo Lipesker,Roberto Rufino,1958-09-29,Buenos Aires,Tango,Leo Lipesker,Alejandro Romay,,RCA-Victor AVE 176 0719,
6428,Todo es amor,Orquesta Rodolfo Biagi,Hugo Duval,1958-11-12,Buenos Aires,Tango,Leo Lipesker,Alejandro Romay,,Columbia 20831 1714,
6430,Todo es cruel,Orquesta Baffa-Berlingieri,Roberto Rufino,1969-04-21,Buenos Aires,Tango,"Ernesto Baffa, Raúl Garello",Rubén Garello,,RCA-Victor CAL-3215 8784,
6431,Todo por un amor,Orquesta Ricardo Tanturi,Elsa Rivas,1957-09-17,Buenos Aires,Tango,George Andreani,Julio Porter,,RCA-Victor 1A-1414 H2TB351,4686
6432,Todo te nombra,Orquesta Rodolfo Biagi,Jorge Ortiz,1940-06-19,Buenos Aires,Tango,Francisco Canaro,Ivo Pelay,,Odeon 5613 10563,
6433,Todo terminó,Orquesta Ángel D'Agostino,Ángel Vargas,1942-12-14,Buenos Aires,Tango,"Alfredo Attadía, Ismael Spitalnik",Mario Soto,,RCA-Victor 39817 84189,
6435,Todos te quieren,Orquesta Ángel D'Agostino,Instrumental,1944-07-19,Buenos Aires,Milonga,José Felipetti,Enrique Dizeo,,RCA-Victor 60-0493 79781,
6437,Tokio querido,Orquesta Alfredo De Angelis,Instrumental,1966-10-31,Buenos Aires,Tango,"Alfredo De Angelis, Juan Pomati","Alfredo De Angelis, Juan Pomati",,Odeon 2205-B 32950,
6438,Tomá estas monedas,Orquesta Miguel Caló,Miguel Martino,1953-09-07,Buenos Aires,Tango,"Juan D'Arienzo, Fulvio Salamanca",Carlos Bahr,,Odeon 55787 19109,
6439,Tomando color,Orquesta Aníbal Troilo,Instrumental,1970-12-28,Buenos Aires,Tango,Roberto Pansera,,1971,RCA-Victor AVL-4006 11153,
6440,Tomo y obligo,,Carlos Gardel,1931-09-28,Buenos Aires,Tango,Carlos Gardel,Manuel Romero,1931,Odeon 18854 6878,1511
6441,Tomo y obligo,Orquesta Alfredo De Angelis,Carlos Gardel,1974-09-04,Buenos Aires,Tango,Carlos Gardel,Manuel Romero,1931,Odeon 8152-A 41651,
6442,Tomo y obligo,Orquesta Ángel D'Agostino,Ángel Vargas,1943-06-10,Buenos Aires,Tango,Carlos Gardel,Manuel Romero,1931,RCA-Victor 60-0102 77002,
6443,Tomo y obligo,Orquesta José Basso,Jorge Durán,1951-09-11,Buenos Aires,Tango,Carlos Gardel,Manuel Romero,1931,Odeon 55307 18179,
6445,Tormenta,Orquesta Carlos Di Sarli,Mario Pomar,1954-09-08,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1939,RCA-Victor 1A-0104 S3321,
6448,Tormento,Orquesta Francisco Canaro,Charlo,1934-11-30,Buenos Aires,Tango,Charlo,Luis César Amadori,1934,Odeon 16277 7953,1933
6449,Tormento,Orquesta Osvaldo Pugliese,Abel Córdoba,1972-07-17,Buenos Aires,Tango,Charlo,Luis César Amadori,1934,Odeon 6897 38600,
6450,Torrente,Orquesta Aníbal Troilo,Alberto Marino,1944-10-04,Buenos Aires,Tango,Hugo Gutiérrez,Homero Manzi,1944,RCA-Victor 60-0554 79888,
6451,Torrente,Orquesta Carlos García,Oscar Alonso,1971-01-07,Buenos Aires,Tango,Hugo Gutiérrez,Homero Manzi,1944,Vedette (Odeon) LVD-7001,
6452,Torrente,Orquesta Lucio Demare,Horacio Quintana,1944-10-11,Buenos Aires,Tango,Hugo Gutiérrez,Homero Manzi,1944,Odeon 8077 14152,
6454,Torta frita,,Tita Merello,1930-02-12,Buenos Aires,Ranchera,Carlos Bravo,Virgilio Candeloro,,RCA-Victor 47297,3754
6455,Tortazos,,Carlos Gardel,1930-06-17,Buenos Aires,Milonga,José Razzano,Enrique Maroni,1930,Odeon 18821 5743,1108
6456,Tortazos,Orquesta Lucio Demare,Juan Carlos Miranda,1942-01-23,Buenos Aires,Milonga,José Razzano,Enrique Maroni,1930,Odeon 8053-B 11742,
6457,Tortazos,Orquesta Osvaldo Pugliese,Roberto Chanel,1944-06-01,Buenos Aires,Milonga,José Razzano,Enrique Maroni,1930,Odeon 7664 13818,
6458,Total pa'qué sirvo,Orquesta Aníbal Troilo,Francisco Fiorentino,1941-09-08,Buenos Aires,Tango,Aníbal Troilo,Enrique Dizeo,1941,RCA-Victor 39403 59764,
6459,Total pa'qué sirvo,Orquesta Francisco Rotundo,Enrique Campos,1957-07-08,Buenos Aires,Tango,Aníbal Troilo,Enrique Dizeo,1941,Pampa 14202 MAI-2108,
6460,Total pa'qué sirvo,Orquesta Leopoldo Federico,Julio Sosa,1963-07-30,Buenos Aires,Tango,Aníbal Troilo,Enrique Dizeo,1941,CBS-Columbia 8425 3808,
6463,Tradición,Orquesta Alfredo De Angelis,"Carlos Dante, Oscar Larroca",1952-08-05,Buenos Aires,Tango,Fausto Frontera,Enrique Cadícamo,,Odeon 55406-A 18511,
6464,Trago amargo,Guitarra de José Ricardo,Carlos Gardel,1926-01-09,Barcelona,Tango,Rafael Iriarte,Julio Navarrine,1925,Odeon 101962 SO3856,3813
6465,Traicionera,Orquesta Alfredo Gobbi,Héctor Coral,1950-11-23,Buenos Aires,Tango,Juan Ghirlanda,Luis Garros Pe,,RCA-Victor 60-2066 93960,
6467,Traiga otra caña,Orquesta Ángel D'Agostino,Ángel Vargas,1941-11-12,Buenos Aires,Tango,Antonio Scatasso,Alberto Novión,,RCA-Victor 39432 59862,
6468,Traiga otra caña,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1952-11-26,Buenos Aires,Tango,Antonio Scatasso,Alberto Novión,,RCA-Victor 68-0483 SO-0276,
6469,Trampa,Orquesta Juan D'Arienzo,Armando Laborde,1952-08-13,Buenos Aires,Tango,Sebastián Piana,Cátulo Castillo,,RCA-Victor 68-0374 0044,
6470,Tranquilo viejo tranquilo,Orquesta Francisco Canaro,Tita Merello,1956-11-22,Buenos Aires,Tango,Francisco Canaro,Ivo Pelay,,Odeon 61017 21571,
6471,Trapitos,Orquesta Miguel Caló,"Raúl Iriarte, Roberto Arrieta",1946-03-15,Buenos Aires,Milonga,José Canet,José Canet,,Odeon 30011 15368,
6472,Trapo Viejo,,Agustín Magaldi,1926-09-15,Buenos Aires,Tango,"Agustín Magaldi, Pedro Noda",Benjamín Tagle Lara,,RCA-Victor 79722 934,1875
6473,Trapo Viejo,Orquesta Alfredo De Angelis,Carlos Dante,1952-08-05,Buenos Aires,Tango,"Agustín Magaldi, Pedro Noda",Benjamín Tagle Lara,,Odeon 55460-B 18512,
6474,Tras cartón,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1951-11-26,Buenos Aires,Tango,Anselmo Aieta,Santiago Adamini,1929,RCA-Victor 63-0125 94418,
6475,Tras cartón,Orquesta Francisco Rotundo,Floreal Ruiz,1951-12-10,Buenos Aires,Tango,Anselmo Aieta,Santiago Adamini,1929,Odeon 55343 18298,
6476,Trasnochando,Orquesta Ángel D'Agostino,Ángel Vargas,1942-06-15,Buenos Aires,Tango,Armando Baliotti,Santiago Adamini,1942,RCA-Victor 39633 69760,
6477,Trasnochando,Orquesta Miguel Caló,Raúl Berón,1942-06-30,Buenos Aires,Tango,Armando Baliotti,Santiago Adamini,1942,Odeon 8365 12067,
6481,Trasnoche,Orquesta Osvaldo Piro,Instrumental,1978-11-06,Buenos Aires,Tango,Julián Plaza,,,RCA-Victor AVS-4630,
6483,Trasnoche de ilusión,Orquesta Aníbal Troilo,Nelly Vázquez,1965-11-12,Buenos Aires,Tango,"Ernesto Baffa, Raúl Garello",Rubén Garello,,RCA-Victor AVL-3632 5458,
6485,Trece,Orquesta Ángel D'Agostino,Ángel Vargas,1943-03-12,Buenos Aires,Tango,Alberico Spatola,Ángel Villoldo,1913,RCA-Victor 60-0018 84252,
6486,Trece,Orquesta Ángel D'Agostino,Tino García,1951-12-18,Buenos Aires,Tango,Alberico Spatola,Ángel Villoldo,1913,RCA-Victor 60-0203 94443,3062
6487,Trece,Orquesta Rodolfo Biagi,Instrumental,1938-11-15,Buenos Aires,Tango,Alberico Spatola,Ángel Villoldo,1913,Odeon 5602 9713,
6488,Trenzas,Orquesta Aníbal Troilo,Roberto Goyeneche,1971-06-24,Buenos Aires,Tango,Armando Pontier,Homero Expósito,1945,RCA-Victor AVL-4025 11638,
6489,Trenzas,Orquesta Francisco Canaro,Guillermo Rico,1945-05-07,Buenos Aires,Tango,Armando Pontier,Homero Expósito,1945,Odeon 5265 14612,
6491,Trenzas,Orquesta Miguel Caló,Raúl Iriarte,1945-02-20,Buenos Aires,Tango,Armando Pontier,Homero Expósito,1945,Odeon 8397 14449,
6492,Trenzas,Orquesta Pedro Laurenz,Jorge Linares,1944-12-19,Buenos Aires,Tango,Armando Pontier,Homero Expósito,1945,Pampa 7642 14325,
6493,Trenzas,Orquesta Rodolfo Biagi,Jorge Ortiz,1945-04-25,Buenos Aires,Tango,Armando Pontier,Homero Expósito,1945,Odeon 5650 14566,
6494,Trenzas negras,Orquesta Alfredo De Angelis,"Carlos Aguirre, Julián Rosales",1969-08-29,Buenos Aires,Tango,José María Aguilar,José María Aguilar,,Odeon 190-B 36282,
6495,Tres amigos,Orquesta Aníbal Troilo,Alberto Marino,1944-04-11,Buenos Aires,Tango,Enrique Cadícamo,Enrique Cadícamo,1944,RCA-Victor 60-0416 79621,
6496,Tres amigos,Orquesta Ricardo Malerba,Orlando Medina,1944-06-30,Buenos Aires,Tango,Enrique Cadícamo,Enrique Cadícamo,1944,Odeon 5560 13705,
6498,Tres compadres,Orquesta Alfredo De Angelis,Instrumental,1961-08-21,Buenos Aires,Tango,"Luis Stazo, Guillermo Vilar",Américo Pinella,,Odeon 52740-B 26793,
6499,Tres esperanzas,,Jorge Vidal,1952-12-30,Buenos Aires,Tango,Enrique Santos Discépolo,Enrique Santos Discépolo,1933,EMI-Odeon,1273
6501,Tres esquinas,Orquesta Ángel D'Agostino,Ángel Vargas,1941-07-24,Buenos Aires,Tango,"Ángel D'Agostino, Alfredo Attadía",Enrique Cadícamo,1941,RCA-Victor 39539 59594,1684
6502,Tres éxitos [selección],Orquesta José Basso,Floreal Ruiz,1956-04-20,Buenos Aires,Tango,Varios autores,Varios autores,,Odeon 51925 20921,
6503,Tres horas,Orquesta Rodolfo Biagi,Alberto Amor,1943-07-08,Buenos Aires,Tango,Héctor Varela,Alberto Nery,,Odeon 5640 12911,
6504,Tres palabras,Orquesta Francisco Canaro,Guillermo Rico,1944-12-22,Buenos Aires,Tango,Alfredo De Franco,Alfredo De Franco,,Odeon 5261 14334,
6505,Tres y dos,Orquesta Aníbal Troilo,Instrumental,1946-05-14,Buenos Aires,Tango,Aníbal Troilo,,,RCA-Victor 60-0944 82124,1884
6507,Triste [b],Orquesta Juan Cao,"Nina Miranda, Alberto Bianchi",1947-12-26,Montevideo,Tango,Antonio Reynoso,Miguel Buranelli,,Sondor,
6510,Triste comedia,Orquesta José Basso,Francisco Fiorentino,1949-11-25,Buenos Aires,Tango,Héctor Stamponi,Oscar Rubens,1949,Odeon 30755 17499,
6511,Triste comedia,Orquesta Rodolfo Biagi,Hugo Duval,1955-11-04,Buenos Aires,Tango,Héctor Stamponi,Oscar Rubens,1949,Odeon 51838 20546,2511
6512,Triste destino,Orquesta Alfredo De Angelis,Oscar Larroca,1955-04-24,Buenos Aires,Tango,Agustín Magaldi,Antonio Esteban Tello,,Odeon 51753-A 20186,
6513,Triste destino,Orquesta Alfredo Gobbi,Alfredo Del Río,1954-12-14,Buenos Aires,Tango,Agustín Magaldi,Antonio Esteban Tello,,RCA-Victor 68-1953 SO3628,2616
6514,Triste domingo,,Mercedes Simone,1937-03-22,Buenos Aires,Vals,Rezsö Seress,"Francisco Gorrindo, Laszlo Javor",,,1402
6517,Triste revelación,Orquesta Ricardo Malerba,Orlando Medina,1944-06-30,Buenos Aires,Tango,Nicolás Vaccaro,Conrado D'Aiello,,Odeon 5561 13910,
6518,Triste soledad,Orquesta Juan D'Arienzo,Armando Laborde,1947-02-27,Buenos Aires,Tango,Fernando Fernández,Manuel Caldas,,RCA-Victor 60-1244 83298,
6519,Tristeza criolla,Orquesta Ángel D'Agostino,Ángel Vargas,1945-10-02,Buenos Aires,Vals,Ignacio Corsini,Julián de Charras,,RCA-Victor 60-0796 80834,
6520,Tristeza criolla,Orquesta Francisco Canaro,Guillermo Rico,1945-10-19,Buenos Aires,Vals,Ignacio Corsini,Julián de Charras,,Odeon 5274 15009,
6521,Tristeza criolla,Orquesta Juan D'Arienzo,Armando Laborde,1954-11-02,Buenos Aires,Vals,Ignacio Corsini,Julián de Charras,,RCA-Victor 1A-0300 3499,
6524,Tristeza marina,Orquesta Carlos Di Sarli,Roberto Rufino,1943-09-07,Buenos Aires,Tango,"José Dames, Roberto Flores",Horacio Sanguinetti,1943,RCA-Victor 60-0194 77215,
6525,Tristeza marina,Orquesta José García,Alfredo Rojas,1943-05-13,Buenos Aires,Tango,"José Dames, Roberto Flores",Horacio Sanguinetti,1943,Odeon 7410 12763,
6526,Tristeza marina,Orquesta Mario Maurano,Libertad Lamarque,1943-08-11,Buenos Aires,Tango,"José Dames, Roberto Flores",Horacio Sanguinetti,1943,Victor 60-0191,890
6529,Tristezas de la calle Corrientes,Orquesta Aníbal Troilo,Francisco Fiorentino,1942-09-18,Buenos Aires,Tango,Domingo Federico,Homero Expósito,1942,RCA-Victor 39718 69935,
6530,Tristezas de la calle Corrientes,Orquesta Mario Maurano,Libertad Lamarque,1942-10-06,Buenos Aires,Tango,Domingo Federico,Homero Expósito,1942,RCA-Victor 39748,1894
6531,Tristezas de la calle Corrientes,Orquesta Miguel Caló,Raúl Berón,1942-09-02,Buenos Aires,Tango,Domingo Federico,Homero Expósito,1942,Odeon 8367 12192,
6532,Triunfal,Orquesta José Basso,Instrumental,1953-06-12,Buenos Aires,Tango,Astor Piazzolla,,,Odeon 55703 18962,
6535,Tropa,Orquesta Alfredo Gobbi,"Jorge Maciel, Héctor Coral",1950-10-31,Buenos Aires,Tango,Pedro Laurenz,Ángel Vilar,,RCA-Victor 60-2056 93923,
6536,Tropero soy,Orquesta Alfredo De Angelis,"Juan Carlos Godoy, Lalo Martel",1963-01-03,Buenos Aires,Tango,Arturo Gallucci,Yaraví,,Odeon 52789-A 28690,
6538,Trovador mazorquero,Orquesta Héctor Varela,"Rodolfo Lesica, Argentino Ledesma",1955-03-29,Buenos Aires,Vals,Juan Carlos Howard,Enrique Cadícamo,,Columbia-CBS 15095 612,2906
6540,Trovas,,Carlos Gardel,1931-09-28,Buenos Aires,Tango,Guillermo Barbieri,Ángel Domingo Riverol,1931,Odeon 18861 6880/1,1530
6541,Tú,Orquesta Aníbal Troilo,Edmundo Rivero,1949-10-26,Buenos Aires,Tango,José Dames,José María Contursi,1949,RCA-Victor 60-1862 91445,
6542,Tú,Orquesta Miguel Caló,Raúl Berón,1949-07-20,Buenos Aires,Tango,José Dames,José María Contursi,1949,Odeon 30027 17357,1666
6544,Tu amargura,Orquesta Alfredo Gobbi,"Jorge Maciel, Ángel Díaz",1949-07-25,Buenos Aires,Vals,Laureano Martínez Smart,Laureano Martínez Smart,,RCA-Victor 60-1819 91350,
6547,Tu angustia y mi dolor,Orquesta Alfredo Gobbi,Jorge Maciel,1953-04-28,Buenos Aires,Tango,Alfredo Gobbi,Julio Camilloni,,RCA-Victor 68-0649 SO0967,
6548,Tu angustia y mi dolor,Orquesta Alfredo Gobbi,Tito Landó,1954-12-14,Buenos Aires,Tango,Alfredo Gobbi,Julio Camilloni,,RCA-Victor 68-2003 SO3630,
6550,Tu beso y nada más,Orquesta José Basso,Floreal Ruiz,1961-04-14,Buenos Aires,Tango,"José Basso, Floreal Ruiz",Ángel Cabral,,Odeon 52699 26129,
6551,Tu boca mintió,Orquesta Juan D'Arienzo,Armando Laborde,1954-04-24,Buenos Aires,Tango,Armando Angeletti,Alberto Longo,,RCA-Victor 68-1642 2087,
6552,Tu carta,,Roberto Rufino,1960-03-31,Buenos Aires,Bolero,Roberto Cantoral,Roberto Cantoral,,RCA-Victor 1A-2122 1703,
6553,Tu casa ya no está,Orquesta Osvaldo Pugliese,Roberto Chanel,1944-07-20,Buenos Aires,Vals,Virgilio Expósito,Homero Expósito,,Odeon 7666 13957,
6554,Tu corazón,Orquesta Alfredo De Angelis,Carlos Dante,1955-03-01,Buenos Aires,Tango,Donato Racciatti,Enrique Soriano,,Odeon 51702-A 19983,
6556,Tu diagnóstico,Orquesta Aníbal Troilo,Francisco Fiorentino,1941-10-09,Buenos Aires,Vals,José Betinotti,José Betinotti,,RCA-Victor 39434 59821,
6557,Tú el cielo y tú,Orquesta Carlos Di Sarli,Alberto Podestá,1944-11-08,Buenos Aires,Tango,Mario Canaro,Héctor Marcó,1944,RCA-Victor 60-0572 79923,1694
6558,Tú el cielo y tú,Orquesta Francisco Canaro,Guillermo Rico,1945-03-09,Buenos Aires,Tango,Mario Canaro,Héctor Marcó,1944,Odeon 5262 14473,
6559,Tú eres para mí,Orquesta Miguel Caló,Carlos Dante,1934-10-05,Buenos Aires,Tango,Armando Baliotti,Horacio Ginzo,,Odeon 8350 7835,
6560,Tu íntimo secreto,Orquesta Alfredo De Angelis,"Carlos Dante, Oscar Larroca",1955-11-02,Buenos Aires,Tango,Graciano Gómez,Héctor Marcó,1945,Odeon 51822-B 20539,
6561,Tu íntimo secreto,Orquesta Carlos Di Sarli,Jorge Durán,1945-10-30,Buenos Aires,Tango,Graciano Gómez,Héctor Marcó,1945,RCA-Victor 60-0807 80863,
6564,Tu llamado,Orquesta Ricardo Tanturi,Roberto Videla,1945-11-09,Buenos Aires,Tango,Enrique Cadícamo,Enrique Cadícamo,,RCA-Victor 60-0813 80885,
6565,Tu melodía,Orquesta Rodolfo Biagi,Jorge Ortiz,1945-05-25,Buenos Aires,Arr. en vals,Alberto Suárez Villanueva,Oscar Rubens,,Odeon 5651 14645,
6568,Tu olvido,Orquesta Ricardo Tanturi,"Roberto Videla, Osvaldo Ribó",1946-12-19,Buenos Aires,Vals,Vicente Spina,Vicente Spina,,RCA-Victor 60-1160 82551,
6569,Tu olvido,Orquesta Juan D'Arienzo,Walter Cabral,1936-05-08,Buenos Aires,Vals,Vicente Spina,Vicente Spina,,RCA-Victor 37916 93174,
6571,Tu olvido y yo,,Héctor Mauré,1960-07-14,Buenos Aires,Tango,Manuel Sucher,Roberto Lambertucci,1960,Odeon 52657 25548,755
6572,Tu olvido y yo,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1960-11-28,Buenos Aires,Tango,Manuel Sucher,Roberto Lambertucci,1960,Odeon 52671-A 25896,
6575,Tu pálido final,Orquesta Aníbal Troilo,Edmundo Rivero,1947-07-04,Buenos Aires,Tango,Vicente Demarco,Alfredo Faustino Roldán,1947,RCA-Victor 60-1368 83521,
6576,Tu pálido final,Orquesta Leopoldo Federico,Julio Sosa,1962-04-06,Buenos Aires,Tango,Vicente Demarco,Alfredo Faustino Roldán,1947,CBS-Columbia 8340 2906,
6577,Tu perro pekinés,Orquesta Aníbal Troilo,Edmundo Rivero,1948-02-28,Buenos Aires,Tango,Luis Rubistein,Luis Rubistein,1948,RCA-Victor 60-1557 83848,
6578,Tu piel de jazmín,Orquesta Baffa-Berlingieri,Roberto Rufino,1969-04-21,Buenos Aires,Tango,Mariano Mores,José María Contursi,1950,RCA-Victor CAL-3215 8786,
6579,Tu piel de jazmín,Orquesta Miguel Caló,Alberto Marino,1967-05-15,Buenos Aires,Tango,Mariano Mores,José María Contursi,1950,Odeon LDB-126 33452,
6582,Tu vieja ventana,,Carlos Gardel,1927-12-17,Barcelona,Vals,Guillermo Barbieri,Ambrosio Río,,Odeon 18236 SO-4565,6236
6583,Tu vieja ventana,Orquesta Ricardo Tanturi,"Enrique Campos, Roberto Videla",1945-10-23,Buenos Aires,Vals,Guillermo Barbieri,Ambrosio Río,,RCA-Victor 60-0799 80856,
6584,Tu voz,Orquesta Rodolfo Biagi,Carlos Acuña,1944-05-09,Buenos Aires,Tango,Juan Migliore,Ricardo Duggan,,Odeon 5645 13770,2435
6586,Tu vuelta,Orquesta Aníbal Troilo,Nelly Vázquez,1965-10-01,Buenos Aires,Milonga,Alberto Acuña,Aníbal Casalla,,RCA-Victor AVL-3632 5385,
6587,Tu vuelta,Guitarras de Héctor Arbelo,Julio Sosa,1962-06-12,Buenos Aires,Milonga,Alberto Acuña,Aníbal Casalla,,CBS-Columbia 8358 3011,
6588,Tu vuelta,Guitarras de Roberto Grela,Nelly Omar,1952-09-24,Buenos Aires,Milonga,Alberto Acuña,Aníbal Casalla,,Odeon,
6590,Tucumán,Orquesta Juan D'Arienzo,Instrumental,1950-09-28,Buenos Aires,Tango,José Luis Padula,,,RCA-Victor 63-0014 93890,832
6593,Turbión de recuerdos,Orquesta José García,Alfredo Rojas,1944-10-02,Buenos Aires,Tango,José Pascual,Tito Arata,,Odeon 7418 14126,
6594,Tus besos fueron míos,Orquesta Alfredo Attadía,Enzo Valentino,1952-08-14,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1926,Pathé,
6595,Tus besos fueron míos,Orquesta Alfredo Attadía,Enzo Valentino,1952-08-14,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1926,Pathé,
6596,Tus besos fueron míos,Orquesta Alfredo De Angelis,Carlos Dante,1952-11-14,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1926,Odeon 55501-B 18709,
6597,Tus besos fueron míos,Orquesta Carlos García,Oscar Alonso,1969-09-10,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1926,Odeon LDB-1002,
6598,Tus besos fueron míos,Orquesta Ricardo Tanturi,Roberto Videla,1946-11-29,Buenos Aires,Tango,Anselmo Aieta,Francisco García Jiménez,1926,RCA-Victor 60-1141 82509,
6600,Tus labios me dirán,Orquesta Carlos Di Sarli,Jorge Durán,1945-03-08,Buenos Aires,Tango,Emilio Brameri,Héctor Marcó,,RCA-Victor 60-0649 80568,
6601,Tus labios me dirán,Orquesta Rodolfo Biagi,Alberto Amor,1945-10-15,Buenos Aires,Tango,Emilio Brameri,Héctor Marcó,,Odeon 5655 15002,
6604,Tus palabras y la noche,Orquesta Alfredo De Angelis,Julio Martel,1950-12-12,Buenos Aires,Tango,Emilio Querejeta,Carlos Cacciari,,Odeon 55203-A 17929,
6605,Tus palabras y la noche,Orquesta Carlos Di Sarli,Oscar Serpa,1954-09-14,Buenos Aires,Tango,Emilio Querejeta,Carlos Cacciari,,RCA-Victor 1A-0117 S3341,
6608,Tuya,Orquesta Alfredo Gobbi,"Alfredo Del Río, Tito Landó",1956-07-16,Buenos Aires,Tango,Horacio Pettorossi,Horacio Pettorossi,,RCA-Victor 1A-0974 SO-5026,
6609,Ufa qué secante,Sexteto Carlos Di Sarli,Instrumental,1929-01-08,Buenos Aires,Tango,Manuel Buzón,Celedonio Flores,,RCA-Victor 47020 44420,
6612,Un alma buena,Orquesta Francini-Pontier,Julio Sosa,1952-02-06,Buenos Aires,Tango,Aquiles Aguilar,José María Contursi,,RCA-Victor 63-0145 94824,
6613,Un alma buena,Orquesta Juan D'Arienzo,Armando Laborde,1952-11-12,Buenos Aires,Tango,Aquiles Aguilar,José María Contursi,,RCA-Victor 68-0467 0242,
6617,Un año más,,Carlos Gardel,1930-06-17,Buenos Aires,Tango,Joaquín Barreiro,Antonio Casciani,,Odeon 18821 5742,833
6618,Un baile a beneficio (La podrida),Orquesta Osvaldo Pugliese,Jorge Vidal,1950-11-16,Buenos Aires,Milonga,Juan Carlos Caviello,José Alfredo Fernández,,Odeon 55195 17892,362
6621,Un boliche,Orquesta Aníbal Troilo,Roberto Goyeneche,1958-12-15,Buenos Aires,Tango,Carlos Acuña,Tito Cabano,,Odeon 52507 23712,
6622,Un boliche,Orquesta Ángel Vargas dir: Luis Stazo,Ángel Vargas,1959-04-17,Buenos Aires,Tango,Carlos Acuña,Tito Cabano,,RCA-Victor 1A-1781 KAAB-0992,
6624,Un cacho 'e tango,Orquesta Alfredo De Angelis,Carlos Dante,1952-05-30,Buenos Aires,Tango,Alfredo De Angelis,Francisco Amor,,Odeon 55406-B 18425,
6628,Un cielo para los dos,Orquesta Alberto Mancione,"Jorge Ledesma, Héctor Alvarado",1955-06-03,Buenos Aires,Vals,Ángel Cabral,Enrique Dizeo,,RCA-Victor,
6631,Un copetín,Orquesta Ángel D'Agostino,Ángel Vargas,1941-07-24,Buenos Aires,Tango,Juan Maglio,José Fernández,,RCA-Victor 39539 59593,
6632,Un copetín,Orquesta Ángel D'Agostino,Rubén Cané,1952-10-31,Buenos Aires,Tango,Juan Maglio,José Fernández,,RCA-Victor 68-0455 SO-0213,
6633,Un crimen,Orquesta Miguel Caló,Raúl Berón,1942-10-09,Buenos Aires,Tango,Luis Rubistein,Luis Rubistein,,Odeon 8369 12289,
6634,Un crimen,Orquesta Ricardo Tanturi,Alberto Castillo,1942-09-22,Buenos Aires,Tango,Luis Rubistein,Luis Rubistein,,RCA-Victor 39711 69950,
6635,Un desolado corazón,Orquesta Carlos Di Sarli,Oscar Serpa,1954-08-31,Buenos Aires,Tango,Miguel Nijensohn,Roberto Miró,,RCA-Victor 1A-0067 S2795,
